Date,flood runoff
2019-12-10,0.11215501
2019-12-11,0.10074948
2019-12-12,0.107799046
2019-12-13,0.10790095
2019-12-14,0.14953277
2019-12-15,0.09685892
2019-12-16,0.15515
2019-12-17,0.14417064
2019-12-18,0.13665543
2019-12-19,0.14630984
2019-12-20,0.14770065
2019-12-21,0.18931445
2019-12-22,0.13536264
2019-12-23,0.19119823
2019-12-24,0.17670052
2019-12-25,0.16474676
2019-12-26,0.16920818
